Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Pizza Complexity,Traffic Impact,Order Hour,Restaurant Avg Time,Order Day
ORD258,Domino's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:35:00,20,Medium,Non-Veg,2,3.5,True,False,5.714285714285714,0.5714285714285714,September,Online,8.4,11.6,False,4,2,19,30.25943396226415,Wednesday
ORD259,Domino's,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 20:50:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,September,Online,6.0,14.0,False,1,1,20,30.25943396226415,Thursday
ORD260,Domino's,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:10:00,25,XL,Cheese Burst,5,4.5,True,False,5.555555555555555,1.111111111111111,September,Online,10.8,14.2,False,20,3,18,30.25943396226415,Friday
ORD261,Domino's,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:20:00,20,Medium,Non-Veg,3,3.0,True,True,6.666666666666667,1.0,September,Offline,7.199999999999999,12.8,False,6,2,19,30.25943396226415,Saturday
ORD262,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:25:00,25,Large,Veg,4,5.0,True,True,5.0,0.8,September,Online,12.0,13.0,False,12,3,20,30.25943396226415,Sunday
ORD263,Domino's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,30.25943396226415,Monday
ORD264,Domino's,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:10:00,25,XL,Cheese Burst,5,4.5,True,False,5.555555555555555,1.111111111111111,September,Online,10.8,14.2,False,20,2,19,30.25943396226415,Tuesday
ORD265,Domino's,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:20:00,20,Medium,Non-Veg,3,3.5,True,False,5.714285714285714,0.8571428571428571,September,Offline,8.4,11.6,False,6,3,18,30.25943396226415,Wednesday
ORD266,Domino's,"New York, NY",2024-09-19 20:15:00,2024-09-19 20:40:00,25,Large,Veg,4,5.0,True,False,5.0,0.8,September,Online,12.0,13.0,False,12,3,20,30.25943396226415,Thursday
ORD267,Domino's,"San Jose, CA",2024-09-10 18:00:00,2024-09-10 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,September,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Tuesday
ORD268,Papa John's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,September,Online,14.4,15.6,False,12,2,19,28.18627450980392,Wednesday
ORD269,Pizza Hut,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,September,Online,19.2,20.8,True,20,3,20,29.94845360824742,Thursday
ORD270,Little Caesars,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,September,Online,6.0,14.0,False,1,1,18,28.84422110552764,Friday
ORD271,Marco's Pizza,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:50:00,50,Large,Non-Veg,4,10.0,True,True,5.0,0.4,September,Offline,24.0,26.0,True,12,3,19,30.28645833333333,Saturday
ORD272,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:35:00,35,Medium,Veg,3,5.5,True,True,6.363636363636363,0.5454545454545454,September,Online,13.2,21.8,True,6,2,20,30.25943396226415,Sunday
ORD273,Papa John's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,28.18627450980392,Monday
ORD274,Pizza Hut,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:25:00,40,XL,Cheese Burst,5,7.5,True,False,5.333333333333333,0.6666666666666666,September,Online,18.0,22.0,True,20,3,19,29.94845360824742,Tuesday
ORD275,Little Caesars,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:30:00,30,Medium,Non-Veg,3,4.0,True,False,7.5,0.75,September,Offline,9.6,20.4,False,6,2,18,28.84422110552764,Wednesday
ORD276,Marco's Pizza,"New York, NY",2024-09-19 20:15:00,2024-09-19 21:00:00,45,Large,Veg,4,9.0,True,False,5.0,0.4444444444444444,September,Online,21.6,23.4,True,12,3,20,30.28645833333333,Thursday
ORD278,Domino's,"New York, NY",2024-09-15 18:45:00,2024-09-15 19:10:00,25,Large,Veg,3,5.0,True,True,5.0,0.6,September,Offline,12.0,13.0,False,9,3,18,30.25943396226415,Sunday
ORD279,Pizza Hut,"Los Angeles, CA",2024-09-16 20:00:00,2024-09-16 20:30:00,30,XL,Cheese Burst,5,6.5,True,False,4.615384615384615,0.7692307692307693,September,Online,15.6,14.4,False,20,2,20,29.94845360824742,Monday
ORD280,Papa John's,"Chicago, IL",2024-09-17 19:15:00,2024-09-17 19:35:00,20,Medium,Non-Veg,4,4.0,True,False,5.0,1.0,September,Online,9.6,10.4,False,8,1,19,28.18627450980392,Tuesday
ORD281,Little Caesars,"Houston, TX",2024-09-18 18:30:00,2024-09-18 19:05:00,35,Small,Vegan,2,7.5,True,False,4.666666666666667,0.2666666666666667,September,Online,18.0,17.0,True,2,3,18,28.84422110552764,Wednesday
ORD282,Marco's Pizza,"Phoenix, AZ",2024-09-19 13:00:00,2024-09-19 13:20:00,20,Medium,Non-Veg,3,3.5,False,False,5.714285714285714,0.8571428571428571,September,Online,8.4,11.6,False,6,1,13,30.28645833333333,Thursday
ORD283,Domino's,"Miami, FL",2024-09-20 18:45:00,2024-09-20 19:15:00,30,Large,Veg,4,6.0,True,False,5.0,0.6666666666666666,September,Offline,14.4,15.6,False,12,2,18,30.25943396226415,Friday
ORD284,Pizza Hut,"Denver, CO",2024-09-21 20:15:00,2024-09-21 20:40:00,25,XL,Cheese Burst,5,5.0,True,True,5.0,1.0,September,Online,12.0,13.0,False,20,1,20,29.94845360824742,Saturday
ORD285,Papa John's,"Boston, MA",2024-09-22 19:30:00,2024-09-22 19:55:00,25,Small,Vegan,2,4.0,True,True,6.25,0.5,September,Online,9.6,15.4,False,2,3,19,28.18627450980392,Sunday
ORD286,Little Caesars,"Dallas, TX",2024-09-23 18:00:00,2024-09-23 18:20:00,20,Medium,Non-Veg,3,3.0,True,False,6.666666666666667,1.0,September,Online,7.199999999999999,12.8,False,6,2,18,28.84422110552764,Monday
ORD287,Marco's Pizza,"Seattle, WA",2024-09-24 13:15:00,2024-09-24 13:45:00,30,Medium,Non-Veg,3,6.0,False,False,5.0,0.5,September,Online,14.4,15.6,False,6,3,13,30.28645833333333,Tuesday
ORD288,Domino's,"New York, NY",2024-09-25 18:30:00,2024-09-25 19:00:00,30,Large,Veg,4,5.5,True,False,5.454545454545454,0.7272727272727273,September,Offline,13.2,16.8,False,12,3,18,30.25943396226415,Wednesday
ORD289,Pizza Hut,"Los Angeles, CA",2024-09-26 19:45:00,2024-09-26 20:10:00,25,XL,Cheese Burst,5,4.5,True,False,5.555555555555555,1.111111111111111,September,Offline,10.8,14.2,False,20,1,19,29.94845360824742,Thursday
ORD290,Papa John's,"Chicago, IL",2024-09-27 20:15:00,2024-09-27 20:40:00,25,Medium,Non-Veg,4,3.5,True,False,7.142857142857143,1.142857142857143,September,Online,8.4,16.6,False,8,2,20,28.18627450980392,Friday
ORD291,Little Caesars,"Houston, TX",2024-09-28 18:30:00,2024-09-28 18:50:00,20,Small,Vegan,2,2.0,True,True,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,28.84422110552764,Saturday
ORD292,Marco's Pizza,"Phoenix, AZ",2024-09-29 13:00:00,2024-09-29 13:20:00,20,Medium,Non-Veg,3,3.0,False,True,6.666666666666667,1.0,September,Online,7.199999999999999,12.8,False,6,1,13,30.28645833333333,Sunday
ORD293,Domino's,"Miami, FL",2024-09-30 18:30:00,2024-09-30 18:55:00,25,Large,Veg,4,5.0,True,False,5.0,0.8,September,Offline,12.0,13.0,False,12,3,18,30.25943396226415,Monday
ORD294,Pizza Hut,"Denver, CO",2024-10-01 19:45:00,2024-10-01 20:10:00,25,XL,Cheese Burst,5,4.0,True,False,6.25,1.25,October,Online,9.6,15.4,False,20,3,19,29.94845360824742,Tuesday
ORD295,Papa John's,"Boston, MA",2024-10-02 20:15:00,2024-10-02 20:40:00,25,Small,Vegan,2,2.5,True,False,10.0,0.8,October,Online,6.0,19.0,False,2,2,20,28.18627450980392,Wednesday
ORD296,Little Caesars,"Dallas, TX",2024-10-03 18:30:00,2024-10-03 18:50:00,20,Medium,Non-Veg,3,3.5,True,False,5.714285714285714,0.8571428571428571,October,Online,8.4,11.6,False,6,1,18,28.84422110552764,Thursday
ORD297,Marco's Pizza,"Seattle, WA",2024-10-04 13:00:00,2024-10-04 13:20:00,20,Medium,Non-Veg,3,3.5,False,False,5.714285714285714,0.8571428571428571,October,Online,8.4,11.6,False,6,1,13,30.28645833333333,Friday
ORD298,Domino's,"New York, NY",2024-10-05 18:30:00,2024-10-05 18:55:00,25,Large,Veg,4,5.0,True,True,5.0,0.8,October,Offline,12.0,13.0,False,12,3,18,30.25943396226415,Saturday
ORD299,Pizza Hut,"Los Angeles, CA",2024-10-06 19:45:00,2024-10-06 20:10:00,25,XL,Cheese Burst,5,4.5,True,True,5.555555555555555,1.111111111111111,October,Offline,10.8,14.2,False,20,1,19,29.94845360824742,Sunday
ORD300,Papa John's,"Chicago, IL",2024-10-07 20:15:00,2024-10-07 20:40:00,25,Medium,Non-Veg,4,3.5,True,False,7.142857142857143,1.142857142857143,October,Online,8.4,16.6,False,8,2,20,28.18627450980392,Monday
ORD301,Little Caesars,"Houston, TX",2024-10-08 18:30:00,2024-10-08 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,October,Online,4.8,15.2,False,2,1,18,28.84422110552764,Tuesday
ORD302,Marco's Pizza,"Phoenix, AZ",2024-10-09 13:00:00,2024-10-09 13:20:00,20,Medium,Non-Veg,3,3.0,False,False,6.666666666666667,1.0,October,Online,7.199999999999999,12.8,False,6,1,13,30.28645833333333,Wednesday
ORD303,Domino's,"Miami, FL",2024-10-10 18:30:00,2024-10-10 18:55:00,25,Large,Veg,4,5.0,True,False,5.0,0.8,October,Offline,12.0,13.0,False,12,3,18,30.25943396226415,Thursday
ORD304,Pizza Hut,"Denver, CO",2024-10-11 19:45:00,2024-10-11 20:10:00,25,XL,Cheese Burst,5,4.5,True,False,5.555555555555555,1.111111111111111,October,Online,10.8,14.2,False,20,1,19,29.94845360824742,Friday
ORD305,Papa John's,"Boston, MA",2024-10-12 20:15:00,2024-10-12 20:40:00,25,Small,Vegan,2,2.5,True,True,10.0,0.8,October,Online,6.0,19.0,False,2,2,20,28.18627450980392,Saturday
ORD306,Little Caesars,"Dallas, TX",2024-10-13 18:30:00,2024-10-13 18:50:00,20,Medium,Non-Veg,3,3.5,True,True,5.714285714285714,0.8571428571428571,October,Online,8.4,11.6,False,6,1,18,28.84422110552764,Sunday
ORD307,Domino's,"New York, NY",2024-08-26 18:00:00,2024-08-26 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,August,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Monday
ORD308,Papa John's,"Chicago, IL",2024-08-27 19:15:00,2024-08-27 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,August,Online,14.4,15.6,False,12,2,19,28.18627450980392,Tuesday
ORD309,Pizza Hut,"Los Angeles, CA",2024-08-28 20:30:00,2024-08-28 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,August,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Wednesday
ORD310,Little Caesars,"Houston, TX",2024-08-29 18:45:00,2024-08-29 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,August,Offline,6.0,14.0,False,1,1,18,28.84422110552764,Thursday
ORD311,Marco's Pizza,"Phoenix, AZ",2024-08-30 19:00:00,2024-08-30 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,August,Online,24.0,26.0,True,12,3,19,30.28645833333333,Friday
ORD312,Domino's,"Miami, FL",2024-08-31 20:00:00,2024-08-31 20:35:00,35,Medium,Veg,3,5.5,True,True,6.363636363636363,0.5454545454545454,August,Online,13.2,21.8,True,6,2,20,30.25943396226415,Saturday
ORD313,Papa John's,"Denver, CO",2024-09-01 18:30:00,2024-09-01 18:50:00,20,Small,Vegan,2,2.0,True,True,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,28.18627450980392,Sunday
ORD314,Pizza Hut,"Boston, MA",2024-09-02 19:45:00,2024-09-02 20:25:00,40,XL,Cheese Burst,5,7.5,True,False,5.333333333333333,0.6666666666666666,September,Offline,18.0,22.0,True,20,3,19,29.94845360824742,Monday
ORD315,Little Caesars,"Dallas, TX",2024-09-03 18:00:00,2024-09-03 18:30:00,30,Medium,Non-Veg,3,4.0,True,False,7.5,0.75,September,Offline,9.6,20.4,False,6,2,18,28.84422110552764,Tuesday
ORD316,Marco's Pizza,"Seattle, WA",2024-09-04 20:15:00,2024-09-04 21:00:00,45,Large,Veg,4,9.0,True,False,5.0,0.4444444444444444,September,Online,21.6,23.4,True,12,3,20,30.28645833333333,Wednesday
ORD317,Domino's,"San Jose, CA",2024-09-05 18:00:00,2024-09-05 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,September,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Thursday
ORD318,Papa John's,"Austin, TX",2024-09-06 19:15:00,2024-09-06 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,September,Offline,14.4,15.6,False,12,2,19,28.18627450980392,Friday
ORD319,Pizza Hut,"San Diego, CA",2024-09-07 20:30:00,2024-09-07 21:10:00,40,XL,Cheese Burst,5,8.0,True,True,5.0,0.625,September,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Saturday
ORD320,Little Caesars,"Jacksonville, FL",2024-09-08 18:45:00,2024-09-08 19:05:00,20,Small,Vegan,1,2.5,True,True,8.0,0.4,September,Online,6.0,14.0,False,1,1,18,28.84422110552764,Sunday
ORD321,Marco's Pizza,"Fort Worth, TX",2024-09-09 19:00:00,2024-09-09 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,September,Online,24.0,26.0,True,12,3,19,30.28645833333333,Monday
ORD322,Domino's,"Columbus, OH",2024-09-10 20:00:00,2024-09-10 20:35:00,35,Medium,Veg,3,5.5,True,False,6.363636363636363,0.5454545454545454,September,Online,13.2,21.8,True,6,2,20,30.25943396226415,Tuesday
ORD323,Papa John's,"Charlotte, NC",2024-09-11 18:30:00,2024-09-11 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,28.18627450980392,Wednesday
ORD324,Pizza Hut,"Indianapolis, IN",2024-09-12 19:45:00,2024-09-12 20:25:00,40,XL,Cheese Burst,5,7.5,True,False,5.333333333333333,0.6666666666666666,September,Offline,18.0,22.0,True,20,3,19,29.94845360824742,Thursday
ORD325,Little Caesars,"San Francisco, CA",2024-09-13 18:00:00,2024-09-13 18:30:00,30,Medium,Non-Veg,3,4.0,True,False,7.5,0.75,September,Offline,9.6,20.4,False,6,2,18,28.84422110552764,Friday
ORD326,Marco's Pizza,"Charlotte, NC",2024-09-14 20:15:00,2024-09-14 21:00:00,45,Large,Veg,4,9.0,True,True,5.0,0.4444444444444444,September,Online,21.6,23.4,True,12,3,20,30.28645833333333,Saturday
ORD327,Domino's,"Detroit, MI",2024-09-15 18:00:00,2024-09-15 18:20:00,20,Medium,Veg,2,3.0,True,True,6.666666666666667,0.6666666666666666,September,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Sunday
ORD328,Papa John's,"El Paso, TX",2024-09-16 19:15:00,2024-09-16 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,September,Offline,14.4,15.6,False,12,2,19,28.18627450980392,Monday
ORD329,Pizza Hut,"Memphis, TN",2024-09-17 20:30:00,2024-09-17 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,September,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Tuesday
ORD330,Little Caesars,"Baltimore, MD",2024-09-18 18:45:00,2024-09-18 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,September,Online,6.0,14.0,False,1,1,18,28.84422110552764,Wednesday
ORD331,Marco's Pizza,"Boston, MA",2024-09-19 19:00:00,2024-09-19 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,September,Online,24.0,26.0,True,12,3,19,30.28645833333333,Thursday
ORD332,Domino's,"New York, NY",2024-09-20 18:00:00,2024-09-20 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,September,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Friday
ORD333,Papa John's,"Chicago, IL",2024-09-21 19:15:00,2024-09-21 19:45:00,30,Large,Non-Veg,4,6.0,True,True,5.0,0.6666666666666666,September,Online,14.4,15.6,False,12,2,19,28.18627450980392,Saturday
ORD334,Pizza Hut,"Los Angeles, CA",2024-09-22 20:30:00,2024-09-22 21:10:00,40,XL,Cheese Burst,5,8.0,True,True,5.0,0.625,September,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Sunday
ORD335,Little Caesars,"Houston, TX",2024-09-23 18:45:00,2024-09-23 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,September,Offline,6.0,14.0,False,1,1,18,28.84422110552764,Monday
ORD336,Marco's Pizza,"Phoenix, AZ",2024-09-24 19:00:00,2024-09-24 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,September,Online,24.0,26.0,True,12,3,19,30.28645833333333,Tuesday
ORD337,Domino's,"Miami, FL",2024-09-25 20:00:00,2024-09-25 20:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,September,Online,7.199999999999999,12.8,False,4,1,20,30.25943396226415,Wednesday
ORD338,Papa John's,"Chicago, IL",2024-09-26 19:15:00,2024-09-26 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,September,Online,14.4,15.6,False,12,2,19,28.18627450980392,Thursday
ORD339,Pizza Hut,"Los Angeles, CA",2024-09-27 20:30:00,2024-09-27 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,September,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Friday
ORD340,Little Caesars,"Houston, TX",2024-09-28 18:45:00,2024-09-28 19:05:00,20,Small,Vegan,1,2.5,True,True,8.0,0.4,September,Offline,6.0,14.0,False,1,1,18,28.84422110552764,Saturday
ORD341,Marco's Pizza,"Phoenix, AZ",2024-09-29 19:00:00,2024-09-29 19:50:00,50,Large,Non-Veg,4,10.0,True,True,5.0,0.4,September,Online,24.0,26.0,True,12,3,19,30.28645833333333,Sunday
ORD342,Domino's,"Miami, FL",2024-09-30 20:00:00,2024-09-30 20:35:00,35,Medium,Veg,3,5.5,True,False,6.363636363636363,0.5454545454545454,September,Online,13.2,21.8,True,6,2,20,30.25943396226415,Monday
ORD343,Papa John's,"Denver, CO",2024-10-01 18:30:00,2024-10-01 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,October,Online,4.8,15.2,False,2,1,18,28.18627450980392,Tuesday
ORD344,Pizza Hut,"Boston, MA",2024-10-02 19:45:00,2024-10-02 20:25:00,40,XL,Cheese Burst,5,7.5,True,False,5.333333333333333,0.6666666666666666,October,Offline,18.0,22.0,True,20,3,19,29.94845360824742,Wednesday
ORD345,Little Caesars,"Dallas, TX",2024-10-03 18:00:00,2024-10-03 18:30:00,30,Medium,Non-Veg,3,4.0,True,False,7.5,0.75,October,Offline,9.6,20.4,False,6,2,18,28.84422110552764,Thursday
ORD346,Marco's Pizza,"Seattle, WA",2024-10-04 20:15:00,2024-10-04 21:00:00,45,Large,Veg,4,9.0,True,False,5.0,0.4444444444444444,October,Online,21.6,23.4,True,12,3,20,30.28645833333333,Friday
ORD347,Domino's,"San Jose, CA",2024-10-05 18:00:00,2024-10-05 18:20:00,20,Medium,Veg,2,3.0,True,True,6.666666666666667,0.6666666666666666,October,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Saturday
ORD348,Papa John's,"Austin, TX",2024-10-06 19:15:00,2024-10-06 19:45:00,30,Large,Non-Veg,4,6.0,True,True,5.0,0.6666666666666666,October,Offline,14.4,15.6,False,12,2,19,28.18627450980392,Sunday
ORD349,Pizza Hut,"San Diego, CA",2024-10-07 20:30:00,2024-10-07 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,October,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Monday
ORD350,Little Caesars,"Jacksonville, FL",2024-10-08 18:45:00,2024-10-08 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,October,Online,6.0,14.0,False,1,1,18,28.84422110552764,Tuesday
ORD351,Marco's Pizza,"Fort Worth, TX",2024-10-09 19:00:00,2024-10-09 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,October,Online,24.0,26.0,True,12,3,19,30.28645833333333,Wednesday
ORD352,Domino's,"Columbus, OH",2024-10-10 20:00:00,2024-10-10 20:35:00,35,Medium,Veg,3,5.5,True,False,6.363636363636363,0.5454545454545454,October,Online,13.2,21.8,True,6,2,20,30.25943396226415,Thursday
ORD353,Papa John's,"Charlotte, NC",2024-10-11 18:30:00,2024-10-11 18:50:00,20,Small,Vegan,2,2.0,True,False,10.0,1.0,October,Online,4.8,15.2,False,2,1,18,28.18627450980392,Friday
ORD354,Pizza Hut,"Indianapolis, IN",2024-10-12 19:45:00,2024-10-12 20:25:00,40,XL,Cheese Burst,5,7.5,True,True,5.333333333333333,0.6666666666666666,October,Offline,18.0,22.0,True,20,3,19,29.94845360824742,Saturday
ORD355,Little Caesars,"San Francisco, CA",2024-10-13 18:00:00,2024-10-13 18:30:00,30,Medium,Non-Veg,3,4.0,True,True,7.5,0.75,October,Offline,9.6,20.4,False,6,2,18,28.84422110552764,Sunday
ORD356,Marco's Pizza,"Charlotte, NC",2024-10-14 20:15:00,2024-10-14 21:00:00,45,Large,Veg,4,9.0,True,False,5.0,0.4444444444444444,October,Online,21.6,23.4,True,12,3,20,30.28645833333333,Monday
ORD357,Domino's,"Detroit, MI",2024-10-15 18:00:00,2024-10-15 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,October,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Tuesday
ORD358,Papa John's,"El Paso, TX",2024-10-16 19:15:00,2024-10-16 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,October,Online,14.4,15.6,False,12,2,19,28.18627450980392,Wednesday
ORD359,Pizza Hut,"Memphis, TN",2024-10-17 20:30:00,2024-10-17 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,October,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Thursday
ORD360,Little Caesars,"Baltimore, MD",2024-10-18 18:45:00,2024-10-18 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,October,Offline,6.0,14.0,False,1,1,18,28.84422110552764,Friday
ORD361,Marco's Pizza,"Boston, MA",2024-10-19 19:00:00,2024-10-19 19:50:00,50,Large,Non-Veg,4,10.0,True,True,5.0,0.4,October,Online,24.0,26.0,True,12,3,19,30.28645833333333,Saturday
ORD362,Domino's,"New York, NY",2024-10-20 18:00:00,2024-10-20 18:20:00,20,Medium,Veg,2,3.0,True,True,6.666666666666667,0.6666666666666666,October,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Sunday
ORD363,Domino's,"Miami, FL",2024-10-21 20:00:00,2024-10-21 20:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,October,Online,7.199999999999999,12.8,False,4,1,20,30.25943396226415,Monday
ORD364,Papa John's,"Chicago, IL",2024-10-22 19:15:00,2024-10-22 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,October,Online,14.4,15.6,False,12,2,19,28.18627450980392,Tuesday
ORD365,Pizza Hut,"Los Angeles, CA",2024-10-23 20:30:00,2024-10-23 21:10:00,40,XL,Cheese Burst,5,8.0,True,False,5.0,0.625,October,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Wednesday
ORD366,Little Caesars,"Houston, TX",2024-10-24 18:45:00,2024-10-24 19:05:00,20,Small,Vegan,1,2.5,True,False,8.0,0.4,October,Offline,6.0,14.0,False,1,1,18,28.84422110552764,Thursday
ORD367,Marco's Pizza,"Phoenix, AZ",2024-10-25 19:00:00,2024-10-25 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,October,Online,24.0,26.0,True,12,3,19,30.28645833333333,Friday
ORD368,Domino's,"Miami, FL",2024-10-26 20:00:00,2024-10-26 20:35:00,35,Medium,Veg,3,5.5,True,True,6.363636363636363,0.5454545454545454,October,Online,13.2,21.8,True,6,2,20,30.25943396226415,Saturday
ORD369,Papa John's,"Denver, CO",2024-10-27 18:30:00,2024-10-27 18:50:00,20,Small,Vegan,2,2.0,True,True,10.0,1.0,October,Online,4.8,15.2,False,2,1,18,28.18627450980392,Sunday
ORD370,Pizza Hut,"Boston, MA",2024-10-28 19:45:00,2024-10-28 20:25:00,40,XL,Cheese Burst,5,7.5,True,False,5.333333333333333,0.6666666666666666,October,Offline,18.0,22.0,True,20,3,19,29.94845360824742,Monday
ORD371,Little Caesars,"Dallas, TX",2024-10-29 18:00:00,2024-10-29 18:30:00,30,Medium,Non-Veg,3,4.0,True,False,7.5,0.75,October,Online,9.6,20.4,False,6,2,18,28.84422110552764,Tuesday
ORD372,Marco's Pizza,"Seattle, WA",2024-10-30 20:15:00,2024-10-30 21:00:00,45,Large,Veg,4,9.0,True,False,5.0,0.4444444444444444,October,Online,21.6,23.4,True,12,3,20,30.28645833333333,Wednesday
ORD373,Domino's,"San Jose, CA",2024-10-31 18:00:00,2024-10-31 18:20:00,20,Medium,Veg,2,3.0,True,False,6.666666666666667,0.6666666666666666,October,Online,7.199999999999999,12.8,False,4,1,18,30.25943396226415,Thursday
ORD374,Papa John's,"Austin, TX",2024-11-01 19:15:00,2024-11-01 19:45:00,30,Large,Non-Veg,4,6.0,True,False,5.0,0.6666666666666666,November,Offline,14.4,15.6,False,12,2,19,28.18627450980392,Friday
ORD375,Pizza Hut,"San Diego, CA",2024-11-02 20:30:00,2024-11-02 21:10:00,40,XL,Cheese Burst,5,8.0,True,True,5.0,0.625,November,Offline,19.2,20.8,True,20,3,20,29.94845360824742,Saturday
ORD376,Little Caesars,"Jacksonville, FL",2024-11-03 18:45:00,2024-11-03 19:05:00,20,Small,Vegan,1,2.5,True,True,8.0,0.4,November,Online,6.0,14.0,False,1,1,18,28.84422110552764,Sunday
ORD377,Marco's Pizza,"Fort Worth, TX",2024-11-04 19:00:00,2024-11-04 19:50:00,50,Large,Non-Veg,4,10.0,True,False,5.0,0.4,November,Online,24.0,26.0,True,12,3,19,30.28645833333333,Monday
ORD378,Domino's,"Columbus, OH",2024-11-05 20:00:00,2024-11-05 20:35:00,35,Medium,Veg,3,5.5,True,False,6.363636363636363,0.5454545454545454,November,Online,13.2,21.8,True,6,2,20,30.25943396226415,Tuesday
